ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10365296,HZ100824,01/01/2016 03:00:00 PM,005XX N LAWNDALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1122,011,27,23,07,1151624,1903362,2016,01/10/2016 08:46:55 AM,41.890703988,-87.718615921,"(41.890703988, -87.718615921)"
10365377,HZ100740,01/01/2016 03:00:00 PM,067XX S JEFFERY BLVD,0850,THEFT,ATTEMPT THEFT,OTHER,false,false,0331,003,5,43,06,1190703,1860780,2016,01/10/2016 08:46:55 AM,41.772998982,-87.576478539,"(41.772998982, -87.576478539)"
10365433,HZ100729,01/01/2016 03:00:00 PM,048XX W ROSCOE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1634,016,38,15,08B,1143518,1922167,2016,01/10/2016 08:46:55 AM,41.942462377,-87.747914013,"(41.942462377, -87.747914013)"
10365473,HZ101096,01/01/2016 03:00:00 PM,044XX S WHIPPLE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0922,009,14,58,14,1156771,1875121,2016,01/10/2016 08:46:55 AM,41.813104797,-87.70047791,"(41.813104797, -87.70047791)"
10365555,HZ101238,01/01/2016 03:00:00 PM,063XX N LA CROSSE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1621,016,39,12,05,1142939,1941778,2016,01/10/2016 08:46:55 AM,41.996287369,-87.749550981,"(41.996287369, -87.749550981)"
10365578,HZ101051,01/01/2016 03:00:00 PM,034XX S DR MARTIN LUTHER KING JR DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,false,false,0211,002,4,35,11,1179474,1882305,2016,01/10/2016 08:46:55 AM,41.832329279,-87.616983146,"(41.832329279, -87.616983146)"
10365735,HZ101299,01/01/2016 03:00:00 PM,068XX S RIDGELAND AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,0332,003,5,43,26,1189045,1860032,2016,01/10/2016 08:46:55 AM,41.770986288,-87.582580182,"(41.770986288, -87.582580182)"
10366638,HZ102797,01/01/2016 03:00:00 PM,017XX W HARRISON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,HOSPITAL BUILDING/GROUNDS,false,false,1231,012,2,28,07,1164863,1897422,2016,01/10/2016 08:46:55 AM,41.874133594,-87.670164416,"(41.874133594, -87.670164416)"
10367146,HZ103250,01/01/2016 03:00:00 PM,033XX N WHIPPLE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1733,017,33,21,07,1155463,1921989,2016,01/10/2016 08:46:55 AM,41.941741682,-87.704015204,"(41.941741682, -87.704015204)"
10368435,HZ104521,01/01/2016 03:00:00 PM,084XX S PEORIA ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0613,006,21,71,06,,,2016,01/10/2016 08:46:55 AM,,,
10369146,HZ105109,01/01/2016 03:00:00 PM,028XX N MILWAUKEE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,1412,014,35,21,14,,,2016,01/10/2016 08:46:55 AM,,,
10371746,HZ107600,01/01/2016 03:00:00 PM,089XX S EMERALD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,2223,022,21,71,08B,,,2016,01/10/2016 08:46:55 AM,,,
10365141,HZ100694,01/01/2016 02:50:00 PM,009XX N MAYFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1511,015,29,25,14,1136972,1905578,2016,01/10/2016 08:46:55 AM,41.89706041,-87.772372761,"(41.89706041, -87.772372761)"
10365233,HZ100751,01/01/2016 02:50:00 PM,013XX W 71ST PL,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,RESIDENCE,false,true,0734,007,17,67,20,1168565,1857349,2016,01/10/2016 08:46:55 AM,41.764089838,-87.65772927,"(41.764089838, -87.65772927)"
10365157,HZ100756,01/01/2016 02:43:00 PM,014XX W 18TH ST,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,false,false,1233,012,25,31,06,1166821,1891502,2016,01/10/2016 08:46:55 AM,41.857846876,-87.663145252,"(41.857846876, -87.663145252)"
10370672,HZ106662,01/01/2016 02:40:00 PM,002XX S CANAL ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER COMMERCIAL TRANSPORTATION,false,false,0121,001,2,28,11,,,2016,01/10/2016 08:46:55 AM,,,
10365182,HZ100724,01/01/2016 02:39:00 PM,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0112,001,42,32,06,1176365,1900502,2016,01/10/2016 08:46:55 AM,41.88233367,-87.627841791,"(41.88233367, -87.627841791)"
10366657,HZ102684,01/01/2016 02:30:00 PM,051XX S ASHLAND AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,STREET,false,false,0934,009,16,61,26,1166542,1870686,2016,01/10/2016 08:46:55 AM,41.800731604,-87.664763978,"(41.800731604, -87.664763978)"
10365274,HZ100717,01/01/2016 02:30:00 PM,044XX W FULTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1113,011,28,26,08B,1146770,1901382,2016,01/10/2016 08:46:55 AM,41.885364685,-87.73649292,"(41.885364685, -87.73649292)"
10365770,HZ101425,01/01/2016 02:30:00 PM,113XX S FRONT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0531,005,9,49,08B,1181311,1829816,2016,01/10/2016 08:46:55 AM,41.68825173,-87.611858243,"(41.68825173, -87.611858243)"
10365179,HZ100700,01/01/2016 02:20:00 PM,010XX W NORTH AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,1811,018,32,7,06,1169336,1910832,2016,01/10/2016 08:46:55 AM,41.910835515,-87.653351515,"(41.910835515, -87.653351515)"
10365267,HZ100801,01/01/2016 02:16:00 PM,053XX N LAKE SHORE DR NB,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,2023,020,48,77,04B,1169725,1935553,2016,01/10/2016 08:46:55 AM,41.978662461,-87.651199753,"(41.978662461, -87.651199753)"
10368411,HZ104553,01/01/2016 02:15:00 PM,009XX W 95TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,2223,022,21,73,26,,,2016,01/10/2016 08:46:55 AM,,,
10365119,HZ100680,01/01/2016 02:07:00 PM,057XX S MORGAN ST,5131,OTHER OFFENSE,VIOLENT OFFENDER: ANNUAL REGISTRATION,STREET,true,false,0712,007,16,68,26,1170623,1866825,2016,01/10/2016 08:46:55 AM,41.790048512,-87.649910194,"(41.790048512, -87.649910194)"
10365178,HZ100770,01/01/2016 02:02:00 PM,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,1833,018,42,8,06,1177338,1906181,2016,01/10/2016 08:46:55 AM,41.897895128,-87.624096605,"(41.897895128, -87.624096605)"
10365478,HZ101099,01/01/2016 02:00:00 PM,052XX S KILDARE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0815,008,23,57,05,1148591,1869268,2016,01/10/2016 08:46:55 AM,41.797204678,-87.730633352,"(41.797204678, -87.730633352)"
10365556,HZ100963,01/01/2016 02:00:00 PM,061XX W MELROSE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1633,016,36,17,05,1134956,1920967,2016,01/10/2016 08:46:55 AM,41.939325592,-87.779412285,"(41.939325592, -87.779412285)"
10365115,HZ100656,01/01/2016 01:58:00 PM,062XX S VERNON AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,0313,003,20,42,08A,1180322,1863775,2016,01/10/2016 08:46:55 AM,41.78146195,-87.614440445,"(41.78146195, -87.614440445)"
10365168,HZ100666,01/01/2016 01:55:00 PM,080XX S PERRY AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,false,true,0623,006,17,44,04B,1177003,1851775,2016,01/10/2016 08:46:55 AM,41.748608107,-87.626969858,"(41.748608107, -87.626969858)"
10365199,HZ100644,01/01/2016 01:50:00 PM,059XX S STATE ST,0560,ASSAULT,SIMPLE,CTA BUS,true,false,0232,002,20,40,08A,1177294,1865537,2016,01/10/2016 08:46:55 AM,41.786365989,-87.625488526,"(41.786365989, -87.625488526)"
10365210,HZ100664,01/01/2016 01:46:00 PM,028XX W 23RD ST,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,1033,010,12,30,08B,1157565,1888593,2016,01/10/2016 08:46:55 AM,41.850057495,-87.697199535,"(41.850057495, -87.697199535)"
10365123,HZ100641,01/01/2016 01:45:00 PM,080XX S HALSTED ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0621,006,21,71,06,1172366,1851547,2016,01/10/2016 08:46:55 AM,41.74808565,-87.643968122,"(41.74808565, -87.643968122)"
10365156,HZ100687,01/01/2016 01:45:00 PM,031XX N AVONDALE AVE,0460,BATTERY,SIMPLE,STREET,false,false,1412,014,35,21,08B,1154373,1920933,2016,01/10/2016 08:46:55 AM,41.93886583,-87.708049736,"(41.93886583, -87.708049736)"
10365249,HZ100661,01/01/2016 01:30:00 PM,082XX S DREXEL AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,0631,006,8,44,08B,1183669,1850515,2016,01/10/2016 08:46:55 AM,41.744997768,-87.602582699,"(41.744997768, -87.602582699)"
10365175,HZ100633,01/01/2016 01:30:00 PM,031XX W 63RD ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0823,008,15,66,06,1156591,1862690,2016,01/10/2016 08:46:55 AM,41.778996043,-87.701473317,"(41.778996043, -87.701473317)"
10365292,HZ100781,01/01/2016 01:30:00 PM,011XX S FRANCISCO AVE,0810,THEFT,OVER $500,APARTMENT,false,true,1135,011,28,29,06,1157197,1894986,2016,01/10/2016 08:46:55 AM,41.867608045,-87.698376638,"(41.867608045, -87.698376638)"
10366587,HZ102697,01/01/2016 01:30:00 PM,064XX S WASHTENAW AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0825,008,15,66,08A,1159486,1861768,2016,01/10/2016 08:46:55 AM,41.77640708,-87.690885165,"(41.77640708, -87.690885165)"
10371238,HZ107035,01/01/2016 01:30:00 PM,016XX W MADISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,1224,012,2,28,14,,,2016,01/10/2016 08:46:55 AM,,,
10365096,HZ100630,01/01/2016 01:25:00 PM,050XX S ASHLAND AVE,0460,BATTERY,SIMPLE,STREET,true,false,0931,009,16,61,08B,1166524,1871398,2016,01/10/2016 08:46:55 AM,41.802685798,-87.664809681,"(41.802685798, -87.664809681)"
10371601,HZ107301,01/01/2016 01:20:00 PM,058XX S FAIRFIELD AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,false,0824,008,16,63,26,,,2016,01/10/2016 08:46:55 AM,,,
10365091,HZ100608,01/01/2016 01:10:00 PM,038XX N KEDZIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,false,1733,017,33,16,08B,1154372,1925334,2016,01/10/2016 08:46:55 AM,41.950942506,-87.707935396,"(41.950942506, -87.707935396)"
10365134,HZ100720,01/01/2016 01:00:00 PM,0000X E MADISON ST,5093,NON-CRIMINAL,LOST PASSPORT,RESTAURANT,false,false,0112,001,42,32,26,1176988,1900419,2016,01/10/2016 08:46:55 AM,41.882091837,-87.62555667,"(41.882091837, -87.62555667)"
10365155,HZ100727,01/01/2016 01:00:00 PM,066XX S ABERDEEN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0724,007,17,68,26,1170125,1860801,2016,01/10/2016 08:46:55 AM,41.773528792,-87.65191126,"(41.773528792, -87.65191126)"
10365231,HZ100622,01/01/2016 01:00:00 PM,020XX W 70TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0735,007,17,67,07,1163905,1858231,2016,01/10/2016 08:46:55 AM,41.766609337,-87.674784583,"(41.766609337, -87.674784583)"
10365590,HZ100620,01/01/2016 01:00:00 PM,020XX E 72ND PL,0460,BATTERY,SIMPLE,APARTMENT,false,false,0333,003,5,43,08B,1191111,1857299,2016,01/10/2016 08:46:55 AM,41.763436982,-87.575095432,"(41.763436982, -87.575095432)"
10365689,HZ101450,01/01/2016 01:00:00 PM,036XX W FERDINAND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),false,false,1122,011,27,23,14,1151821,1903082,2016,01/10/2016 08:46:55 AM,41.889931764,-87.717899811,"(41.889931764, -87.717899811)"
10365720,HZ101504,01/01/2016 01:00:00 PM,023XX W SUPERIOR ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1221,012,1,24,14,1160750,1904943,2016,01/10/2016 08:46:55 AM,41.894858087,-87.68505685,"(41.894858087, -87.68505685)"
10366627,HZ102789,01/01/2016 01:00:00 PM,035XX N LEAVITT ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1921,019,47,5,06,1161068,1923457,2016,01/10/2016 08:46:55 AM,41.945655196,-87.683373564,"(41.945655196, -87.683373564)"
10365087,HZ100636,01/01/2016 01:00:00 PM,069XX S EUCLID AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0332,003,5,43,14,1190409,1859286,2016,01/10/2016 08:46:55 AM,41.768906423,-87.577604372,"(41.768906423, -87.577604372)"
10365098,HZ100631,01/01/2016 01:00:00 PM,056XX W HIGGINS AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,1622,016,45,11,26,1137701,1932428,2016,01/10/2016 08:46:55 AM,41.970726568,-87.769046125,"(41.970726568, -87.769046125)"
10365136,HZ100589,01/01/2016 12:50:00 PM,049XX W ERIE ST,0820,THEFT,$500 AND UNDER,APARTMENT,false,true,1532,015,37,25,06,1143375,1903864,2016,01/10/2016 08:46:55 AM,41.892239705,-87.748898049,"(41.892239705, -87.748898049)"
10365139,HZ100614,01/01/2016 12:45:00 PM,054XX W WASHINGTON BLVD,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,false,true,1523,015,28,25,04B,1140228,1900221,2016,01/10/2016 08:46:55 AM,41.882301097,-87.760545114,"(41.882301097, -87.760545114)"
10365095,HZ100597,01/01/2016 12:45:00 PM,052XX S FAIRFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0923,009,14,63,14,1158929,1869776,2016,01/10/2016 08:46:55 AM,41.798393542,-87.692708369,"(41.798393542, -87.692708369)"
10365100,HZ100602,01/01/2016 12:45:00 PM,059XX N ODELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1612,016,41,10,14,1126499,1938561,2016,01/10/2016 08:46:55 AM,41.987751231,-87.810099895,"(41.987751231, -87.810099895)"
10365214,HZ100689,01/01/2016 12:45:00 PM,055XX S HOYNE AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0715,007,15,67,08B,1163309,1867788,2016,01/10/2016 08:46:55 AM,41.792847522,-87.676701669,"(41.792847522, -87.676701669)"
10365248,HZ100570,01/01/2016 12:40:00 PM,069XX S GREEN ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0733,007,6,68,03,1171829,1858933,2016,01/10/2016 08:46:55 AM,41.768365556,-87.645719535,"(41.768365556, -87.645719535)"
10365094,HZ100562,01/01/2016 12:35:00 PM,031XX N SPRINGFIELD AVE,0560,ASSAULT,SIMPLE,STREET,false,false,2523,025,31,21,08A,1149777,1920641,2016,01/10/2016 08:46:55 AM,41.938155306,-87.724948923,"(41.938155306, -87.724948923)"
10365037,HZ100560,01/01/2016 12:35:00 PM,040XX W WILCOX ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,ALLEY,true,false,1115,011,28,26,18,1149482,1899030,2016,01/10/2016 08:46:55 AM,41.878858346,-87.726594936,"(41.878858346, -87.726594936)"
10365167,HZ100585,01/01/2016 12:30:00 PM,012XX N ARTESIAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1423,014,26,24,08B,1159851,1908119,2016,01/10/2016 08:46:55 AM,41.903591885,-87.688270928,"(41.903591885, -87.688270928)"
10365204,HZ100783,01/01/2016 12:15:00 PM,015XX N FREMONT ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1822,018,43,8,14,1169962,1910337,2016,01/10/2016 08:46:55 AM,41.909463566,-87.651066295,"(41.909463566, -87.651066295)"
10365097,HZ100565,01/01/2016 12:07:00 PM,063XX N NAGLE AVE,0810,THEFT,OVER $500,GROCERY FOOD STORE,false,false,1611,016,41,10,06,1132627,1941632,2016,01/10/2016 08:46:55 AM,41.996073378,-87.78748829,"(41.996073378, -87.78748829)"
10365061,HZ100538,01/01/2016 12:05:00 PM,017XX W MARQUETTE RD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0725,007,15,67,14,1166017,1860268,2016,01/10/2016 08:46:55 AM,41.772154502,-87.666985429,"(41.772154502, -87.666985429)"
10365079,HZ100552,01/01/2016 12:05:00 PM,013XX N LOCKWOOD AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,true,false,2532,025,37,25,26,1140776,1908625,2016,01/10/2016 08:46:55 AM,41.905352634,-87.758326013,"(41.905352634, -87.758326013)"
10365282,HZ100707,01/01/2016 12:01:00 PM,001XX N CENTRAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1523,015,29,25,08B,1139024,1900514,2016,01/10/2016 08:46:55 AM,41.883127093,-87.764959151,"(41.883127093, -87.764959151)"
10365211,HZ100672,01/01/2016 12:00:00 PM,044XX N NARRAGANSETT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,false,true,1622,016,38,15,08B,1132891,1928733,2016,01/10/2016 08:46:55 AM,41.960672693,-87.78681987,"(41.960672693, -87.78681987)"
10365232,HZ100755,01/01/2016 12:00:00 PM,071XX S LOWE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0732,007,6,68,14,1173381,1857544,2016,01/10/2016 08:46:55 AM,41.764519786,-87.640071759,"(41.764519786, -87.640071759)"
10365337,HZ100967,01/01/2016 12:00:00 PM,020XX W CHICAGO AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,GROCERY FOOD STORE,false,false,1221,012,1,24,10,1162692,1905336,2016,01/10/2016 08:46:55 AM,41.895896023,-87.677913394,"(41.895896023, -87.677913394)"
10365342,HZ100916,01/01/2016 12:00:00 PM,018XX S HARDING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,1014,010,24,29,14,1150349,1890723,2016,01/10/2016 08:46:55 AM,41.85604611,-87.723628089,"(41.85604611, -87.723628089)"
10365359,HZ101028,01/01/2016 12:00:00 PM,003XX S WELLS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0122,001,2,32,14,1174780,1898776,2016,01/10/2016 08:46:55 AM,41.877633028,-87.633713529,"(41.877633028, -87.633713529)"
10365657,HZ101394,01/01/2016 12:00:00 PM,019XX W OAKDALE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1931,019,32,5,05,1162931,1919602,2016,01/10/2016 08:46:55 AM,41.935037889,-87.676634402,"(41.935037889, -87.676634402)"
10365684,HZ101417,01/01/2016 12:00:00 PM,033XX W WARREN BLVD,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,true,1123,011,28,27,26,1154026,1900145,2016,01/10/2016 08:46:55 AM,41.881828658,-87.709880389,"(41.881828658, -87.709880389)"
10365925,HZ101811,01/01/2016 12:00:00 PM,006XX E 74TH ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,0323,003,6,69,26,1181981,1856096,2016,01/10/2016 08:46:55 AM,41.760351799,-87.608595465,"(41.760351799, -87.608595465)"
10366279,HZ100668,01/01/2016 12:00:00 PM,099XX S PARNELL AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,false,true,2232,022,9,73,26,1174388,1838909,2016,01/10/2016 08:46:55 AM,41.713360588,-87.636933557,"(41.713360588, -87.636933557)"
10367576,HZ103616,01/01/2016 12:00:00 PM,025XX W FLOURNOY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1135,011,2,28,07,1159568,1896949,2016,01/10/2016 08:46:55 AM,41.872946254,-87.689618246,"(41.872946254, -87.689618246)"
10369228,HZ105292,01/01/2016 12:00:00 PM,014XX S KEDVALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1011,010,24,29,14,,,2016,01/10/2016 08:46:55 AM,,,
10371531,HZ107273,01/01/2016 12:00:00 PM,022XX S CALIFORNIA AVE,5093,NON-CRIMINAL,LOST PASSPORT,RESIDENCE,false,false,1033,010,12,30,26,,,2016,01/10/2016 08:46:55 AM,,,
10372668,HZ108591,01/01/2016 12:00:00 PM,128XX S PEORIA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0523,005,34,53,08B,,,2016,01/10/2016 08:46:55 AM,,,
10371556,HZ107007,01/01/2016 12:00:00 PM,040XX N MARINE DR,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,1915,019,46,3,07,,,2016,01/10/2016 08:46:55 AM,,,
10365082,HZ100590,01/01/2016 12:00:00 PM,068XX S CORNELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0332,003,5,43,14,1188381,1859987,2016,01/10/2016 08:46:55 AM,41.770878684,-87.585015558,"(41.770878684, -87.585015558)"
10365128,HZ100629,01/01/2016 12:00:00 PM,027XX W CERMAK RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SIDEWALK,false,false,1034,010,28,30,11,1158246,1889274,2016,01/10/2016 08:46:55 AM,41.851912363,-87.694681559,"(41.851912363, -87.694681559)"
10365191,HZ100699,01/01/2016 12:00:00 PM,032XX N KILDARE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1731,017,31,16,08B,1147144,1921362,2016,01/10/2016 08:46:55 AM,41.94018466,-87.734607333,"(41.94018466, -87.734607333)"
10365202,HZ100536,01/01/2016 12:00:00 PM,001XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,VEHICLE NON-COMMERCIAL,false,false,0112,001,42,32,08B,1177319,1899845,2016,01/10/2016 08:46:55 AM,41.880509252,-87.624358666,"(41.880509252, -87.624358666)"
10365020,HZ100512,01/01/2016 11:50:00 AM,122XX S HALSTED ST,0460,BATTERY,SIMPLE,STREET,false,false,0523,005,34,53,08B,1173211,1823596,2016,01/10/2016 08:46:55 AM,41.67136538,-87.641694439,"(41.67136538, -87.641694439)"
10365059,HZ100525,01/01/2016 11:50:00 AM,013XX W 64TH ST,0810,THEFT,OVER $500,APARTMENT,false,true,0724,007,16,67,06,1168289,1862318,2016,01/10/2016 08:46:55 AM,41.777731352,-87.658597995,"(41.777731352, -87.658597995)"
10365038,HZ100546,01/01/2016 11:40:00 AM,133XX S CARONDOLET AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0433,004,10,55,08B,1198440,1817107,2016,01/10/2016 08:46:55 AM,41.652966074,-87.549574534,"(41.652966074, -87.549574534)"
10365137,HZ100532,01/01/2016 11:40:00 AM,041XX W WILCOX ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,true,1115,011,28,26,04B,1148787,1899013,2016,01/10/2016 08:46:55 AM,41.87882515,-87.729147306,"(41.87882515, -87.729147306)"
10365983,HZ101943,01/01/2016 11:35:00 AM,025XX N NARRAGANSETT AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,2512,025,36,19,06,1133317,1916205,2016,01/10/2016 08:46:55 AM,41.926287021,-87.785547998,"(41.926287021, -87.785547998)"
10365114,HZ100507,01/01/2016 11:34:00 AM,039XX N BERNARD ST,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,false,false,1732,017,35,16,04A,1152694,1926002,2016,01/10/2016 08:46:55 AM,41.952808979,-87.714085922,"(41.952808979, -87.714085922)"
10365031,HZ100530,01/01/2016 11:33:00 AM,086XX S HALSTED ST,0820,THEFT,$500 AND UNDER,GAS STATION,false,false,0622,006,21,71,06,1172479,1847789,2016,01/10/2016 08:46:55 AM,41.737770715,-87.643664418,"(41.737770715, -87.643664418)"
10365917,HZ101776,01/01/2016 11:30:00 AM,005XX S KOSTNER AVE,041A,BATTERY,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),false,false,1131,011,24,26,04B,1147140,1897299,2016,01/10/2016 08:46:55 AM,41.874153389,-87.735238688,"(41.874153389, -87.735238688)"
10365025,HZ100502,01/01/2016 11:28:00 AM,007XX S KEDZIE AVE,2018,NARCOTICS,MANU/DELIVER:SYNTHETIC DRUGS,CONVENIENCE STORE,true,false,1134,011,24,27,18,1155154,1896404,2016,01/10/2016 08:46:55 AM,41.87154041,-87.705838807,"(41.87154041, -87.705838807)"
10365120,HZ100485,01/01/2016 11:25:00 AM,105XX S RHODES AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0512,005,9,49,07,1181771,1835372,2016,01/10/2016 08:46:55 AM,41.70348756,-87.610003416,"(41.70348756, -87.610003416)"
10365164,HZ100517,01/01/2016 11:08:00 AM,007XX E 44TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0221,002,4,38,08B,1181777,1875996,2016,01/10/2016 08:46:55 AM,41.814963912,-87.60872845,"(41.814963912, -87.60872845)"
10365092,HZ100543,01/01/2016 11:07:00 AM,043XX S LAKE PARK AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,RESIDENCE,false,false,0222,002,4,39,08B,1184660,1876358,2016,01/10/2016 08:46:55 AM,41.815890069,-87.598141972,"(41.815890069, -87.598141972)"
10367736,HZ100621,01/01/2016 11:00:00 AM,087XX S UNION AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,HIGHWAY/EXPRESSWAY,false,true,2223,022,21,71,26,,,2016,01/10/2016 08:46:55 AM,,,
10365076,HZ100481,01/01/2016 11:00:00 AM,008XX S PLYMOUTH CT,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,RESIDENCE,false,false,0123,001,2,32,26,1176194,1896270,2016,01/10/2016 08:46:55 AM,41.870724666,-87.628597294,"(41.870724666, -87.628597294)"
10365099,HZ100480,01/01/2016 11:00:00 AM,091XX S WENTWORTH AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,true,true,0634,006,21,49,04B,1176555,1844276,2016,01/10/2016 08:46:55 AM,41.728039988,-87.628836426,"(41.728039988, -87.628836426)"
